Sex,Age,Height(cm),Weight(kg),Resting_BPM,Workout_Frequency(days/week),Experience_Level,Session_Duration(min),Workout_Type,Fat_Percentage,Water_Intake(liters),BMI,Diet_Plan,Workout_Plan
Female,34,170.4,55.4,66,3,Beginner,40,Cardio,25.3,2.54,19.08,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,28,169.7,48,65,4,Intermediate,55,Cardio,10.3,3.28,16.68,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,28,161.4,53.9,71,4,Intermediate,55,HIIT,15.1,3.49,20.68,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Male,21,168.9,63.2,71,5,Advanced,65,HIIT,15.2,3.8,22.15,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Male,23,174,56.4,67,5,Advanced,65,Strength,11.4,3.77,18.62,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Male,26,169.8,52.9,67,4,Intermediate,55,Cardio,11.8,3.45,18.37,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,29,179.4,61,68,4,Intermediate,55,Cardio,13.2,3.73,18.94,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,24,167.7,53.4,64,4,Intermediate,50,Cardio,22.9,2.97,18.99,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,18,171.1,57.6,64,4,Intermediate,50,Cardio,22.3,3.11,19.67,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,27,170.8,54.9,65,3,Beginner,40,Cardio,23.4,2.82,18.8,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,27,179.9,63.7,69,4,Intermediate,55,Cardio,13.6,3.8,19.67,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,28,173.6,46.5,60,3,Beginner,40,Yoga,19.6,2.53,15.43,"Balance & Recovery: Leafy Greens, Lentils, Herbal Tea, Berries, Nuts, Tofu, Honey, Flax Seeds, Coconut Oil, Fermented Foods, Herbal Infusions, Chickpeas, Soaked Almonds, Carrot Juice","Warm-up: Deep Breathing, Sun Salutations | Workout: Warrior Pose, Tree Pose, Downward Dog, Cobra Pose, Meditation | Cool-down: Shavasana, Pranayama"
Male,23,176.2,60.1,68,5,Advanced,65,Strength,12.3,3.8,19.36,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Male,19,164.5,54.3,68,5,Advanced,65,Strength,12.2,3.7,20.06,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,29,174.5,57.1,65,3,Beginner,40,Cardio,23.8,2.9,18.76,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,26,176.5,56.9,64,3,Beginner,40,Cardio,22.5,2.89,18.28,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,21,172.9,55.6,66,5,Advanced,65,Strength,10.9,3.75,18.58,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,28,168.6,61.2,69,3,Beginner,40,Cardio,26.9,3.04,21.52,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,27,169.6,55.1,68,4,Intermediate,55,Cardio,13,3.53,19.17,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,31,176.9,55.9,67,4,Intermediate,55,Cardio,12.4,3.26,17.88,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,20,177.2,60.4,67,5,Advanced,65,Strength,11.5,3.8,19.22,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Male,30,176.5,54,66,4,Intermediate,55,Cardio,11.5,3.19,17.32,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,28,167.3,45.9,61,3,Beginner,40,Cardio,20.7,2.51,16.4,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,24,179.6,65,66,4,Intermediate,50,Cardio,24.3,3.37,20.13,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,19,173.9,57.5,66,5,Advanced,65,Strength,11,3.8,19,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,22,176.2,64,66,4,Intermediate,50,Cardio,24.4,3.34,20.62,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,33,179.1,61.3,69,4,Intermediate,55,Cardio,14.3,3.45,19.11,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,27,174.5,58.5,68,4,Intermediate,55,Cardio,13,3.65,19.19,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,18,171.8,49.6,63,5,Advanced,65,Strength,8.1,3.54,16.81,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,25,173.6,62.4,67,4,Intermediate,50,Cardio,25.2,3.28,20.71,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,20,173.3,63.1,70,5,Advanced,65,HIIT,13.6,3.8,21.01,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Female,34,172.5,59.9,68,3,Beginner,40,Cardio,26.6,2.7,20.13,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,19,178.6,61.9,67,5,Advanced,65,Strength,11.5,3.8,19.4,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,25,168.7,58.3,67,4,Intermediate,50,Cardio,24.9,3.14,20.5,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,35,169,61,70,3,Beginner,40,HIIT,28.3,2.74,21.37,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Female,34,176.8,55.6,64,3,Beginner,40,Cardio,23.8,2.55,17.78,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,32,171.8,63.5,73,4,Intermediate,55,HIIT,17,3.52,21.53,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Male,20,180.5,63.5,67,5,Advanced,65,Strength,11.8,3.8,19.48,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,22,179.4,57.8,62,4,Intermediate,50,Cardio,21.2,3.12,17.96,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,26,187.9,64.8,67,4,Intermediate,55,Cardio,11.8,3.8,18.35,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,27,171.4,57.1,69,4,Intermediate,55,Cardio,13.3,3.6,19.44,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,27,167.4,45.9,64,4,Intermediate,55,Cardio,9.7,3.21,16.38,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,28,166.6,52.6,68,4,Intermediate,55,Cardio,13,3.44,18.95,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,24,176.5,57.5,63,4,Intermediate,50,Cardio,22.3,3.11,18.45,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,20,176.4,60.6,64,4,Intermediate,50,Cardio,22.6,3.22,19.47,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,20,175.3,52.7,64,5,Advanced,65,Strength,9,3.64,17.15,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,35,174.2,56.3,66,3,Beginner,40,Cardio,24.9,2.57,18.55,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,19,170.1,53.9,63,4,Intermediate,50,Cardio,21.3,2.98,18.62,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,35,164,61.4,75,4,Intermediate,55,HIIT,19.3,3.45,22.85,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Female,33,176.5,60.1,67,3,Beginner,40,Cardio,25.4,2.7,19.31,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,33,166.8,66.2,73,3,Beginner,40,HIIT,30.8,2.92,23.81,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Female,32,169.7,50.9,64,3,Beginner,40,Cardio,23.2,2.38,17.67,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,25,175.1,61.7,66,4,Intermediate,50,Cardio,24.5,3.26,20.12,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,32,175,54.8,64,3,Beginner,40,Cardio,23.4,2.52,17.91,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,35,174,60.2,71,4,Intermediate,55,HIIT,15.7,3.41,19.89,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
